car-id,car-type,cluster,proj_x,proj_y
20160927120913-247,3,11,116020.81,-136210.77
20160928040927-911,3,3,-188619.36,28220.592
20160928110911-195,5,6,-156092.61,-94712.96
20160929020926-739,6,2,98616.72,137064.16
20160929020949-662,1,3,-188405.12,19857.408
20160929030939-645,4,3,-184139.89,83997.07
20160929060916-648,2P,-1,-209826.97,-34448.977
20160929070914-370,1,4,190137.42,124284.164
20160929070918-527,1,4,190282.55,124463.19
20160929100908-953,3,7,-201603.0,-76307.72
20160930050912-499,4,2,120038.06,157741.84
20160931060944-174,6,3,-194667.64,88107.14
20160931100926-840,4,6,-157194.22,-94449.44
20161001071044-510,1,4,89362.16,38939.055
20161003051008-246,2,5,96383.41,-87453.484
20161003101050-671,6,3,-181753.19,124041.16
20161005011006-190,1,4,137896.9,98070.46
20161005061003-915,2P,-1,43944.793,682.16327
20161005101026-599,1,4,219240.64,133204.08
20161005111035-350,1,0,99223.12,-121470.09
20161006051036-393,2,11,121784.836,-122853.43
20161008061012-639,4,0,63965.746,-116283.17
20161009031041-451,6,3,-194567.3,76739.96
20161009071031-181,1,5,100405.13,-91929.484
20161009091032-139,1,3,-194770.81,99626.87
20161009121034-117,2P,14,-185995.08,-156235.8
20161010091000-835,3,13,81095.04,80965.72
20161010111008-592,5,0,91687.14,-124663.195
20161011011030-821,3,0,106065.48,-127756.64
20161012041010-113,5,3,-194232.05,34313.19
20161012091023-643,4,5,40321.6,-84910.28
20161013011043-215,3,3,-180507.83,140379.33
20161013051036-750,4,0,139487.27,-133205.98
20161013081032-66,5,4,95959.27,70330.23
20161013081040-429,1,11,77500.086,-116014.19
20161013081055-181,2,0,66056.14,-120745.03
20161014021034-794,2,2,6534.2573,74358.12
20161014091059-781,1,6,-145321.3,-100200.336
20161014121038-59,4,5,53023.48,-89058.36
20161014121051-972,1,2,-8585.265,63267.15
20161016051025-689,2,2,121202.91,153664.83
20161016061005-853,2P,-1,-206148.56,-13083.128
20161017071011-355,1,7,-200515.61,-77270.95
20161017101003-233,2P,14,-185030.84,-151587.16
20161018071042-48,2,2,136302.64,164700.66
20161018071050-497,3,5,27159.547,-84354.98
20161018111027-541,3,3,-194380.69,61286.74
20161019011001-178,2P,17,-182141.97,-175873.6
20161019061000-854,4,3,-194322.28,42071.258
20161020111020-427,2,7,-201429.6,-77301.75
20161020121041-219,1,4,131719.08,88303.21
20161021041008-68,4,0,131777.0,-131859.16
20161021051050-777,4,5,87116.71,-91002.26
20161021081001-651,1,0,164220.31,-137485.58
20161021121016-490,1,5,-27521.072,-83997.055
20161023081040-141,4,3,-178144.58,180720.55
20161024061019-619,1,0,58175.92,-114784.164
20161024071032-806,3,6,-160236.7,-92110.57
20161025091017-844,1,4,107665.69,82140.46
20161026031019-92,2,4,154872.6,106143.95
20161026061018-468,1,0,55245.742,-110060.83
20161026121051-521,3,5,-27783.648,-84009.41
20161027081043-829,2,0,173415.4,-133551.77
20161028071059-992,5,3,-194823.81,92733.61
20161029061031-458,1,7,-200221.58,-77191.67
20161030061009-451,6,5,19041.102,-83863.125
20161031111001-854,6,2,166675.58,6252.181
20161101011121-640,5,3,-194435.39,23977.393
20161101011144-757,3,0,115811.3,-124170.76
20161101061108-407,3,0,50020.89,-117777.31
20161101091151-705,1,2,151724.92,175845.77
20161101121112-514,3,0,98019.53,-126311.4
20161102081152-833,3,6,-159382.3,-93249.516
20161103021117-902,1,6,-165641.5,-89238.83
20161103061131-806,1,2,36932.75,119587.555
20161104051124-153,2P,17,-180655.72,-188181.2
20161104071109-499,3,7,-200605.78,-76960.49
20161106011142-596,2,11,97694.23,-124148.586
20161106011150-891,2,0,117059.05,-124994.27
20161109121152-659,1,9,-117685.7,-133677.12
20161110071127-653,1,6,-147501.16,-99411.08
20161111081100-147,2P,-1,-198476.45,-95050.836
20161112031156-198,2,2,152466.5,93828.375
20161112091116-745,4,3,-177822.88,187424.72
20161114021103-936,3,2,8140.9497,71037.836
20161114041156-481,2,5,-959.6403,-85694.85
20161114051155-257,1,3,-179221.05,164382.8
20161114071103-211,2P,-1,-24933.373,-72312.25
20161115011152-441,4,2,-408.29987,69630.234
20161115101140-983,2P,-1,-208624.98,-24970.213
20161116041109-645,2P,-1,-175176.22,-68511.43
20161116061132-184,2P,17,-186894.67,-157150.75
20161116081108-938,5,3,-194311.95,49874.355
20161116101151-711,6,0,178581.06,-140821.22
20161119031144-42,2,0,26015.807,-113520.12
20161119041136-937,6,0,141798.58,-128916.414
20161120041131-715,3,0,130345.81,-132060.69
20161120091105-152,2,0,75729.164,-121820.98
20161120111152-455,1,4,119965.94,88475.58
20161121021106-144,1,3,-180322.1,158245.34
20161121041140-915,2,3,-193448.12,89020.805
20161121101111-883,2,0,191173.39,-136907.4
20161121101112-120,2,2,158826.19,181244.55
20161122021123-452,1,5,75204.914,-86548.39
20161123091100-10,2P,14,-185552.84,-148490.48
20161123091133-303,1,5,40681.65,-84917.586
20161124061148-112,1,7,-199883.73,-77680.1
20161124091131-859,2P,10,89404.11,-29595.92
20161126061112-93,2,0,59000.61,-115481.94
20161126101137-651,1,2,66989.59,118559.586
20161127011115-81,3,3,-193544.8,77810.05
20161128071109-682,2P,10,65890.81,-42752.242
20161128071142-825,2,5,26394.273,-84195.79
20161128121136-782,3,4,24758.965,34481.344
20161129011130-755,1,6,-154033.02,-96074.25
20161129031115-732,2P,17,-181251.08,-183016.98
20161130121138-137,2,1,-170400.58,-92380.23
20161131041111-544,4,7,-202543.83,-77996.56
20161202021228-856,5,3,-194339.4,27828.893
20161202021246-213,4,4,41376.305,48940.008
20161203021218-666,1,2,97155.22,140545.66
20161203041204-966,2,4,167184.44,106394.15
20161205051258-519,3,3,-188716.23,25856.45
20161205051258-561,2P,-1,-158613.66,-79687.23
20161205061243-360,1,0,66876.76,-128005.664
20161205121204-187,2,5,-21891.26,-82230.29
20161205121247-772,3,7,-198741.33,-75740.69
20161206061244-472,2,6,-148681.42,-99201.52
20161207031252-328,2,0,130237.5,-121775.19
20161207081229-627,2P,10,79858.836,-41906.043
20161207111240-520,1,5,44901.81,-88762.66
20161210041258-96,5,5,80217.914,-90734.38
20161210061216-515,2,6,-148557.31,-98590.445
20161210071215-600,6,0,154515.72,-136390.58
20161210081211-622,5,0,75112.77,-117507.1
20161210111228-205,6,5,138055.94,-89271.61
20161211061224-16,1,-1,-136825.17,-119205.945
20161211101251-483,2P,14,-186422.6,-151253.88
20161212041255-176,1,2,23201.55,82179.23
20161212111209-517,4,0,99628.24,-121499.99
20161213041243-309,1,5,89388.266,-87192.72
20161213051244-398,2,5,85527.59,-91084.9
20161213061238-98,2P,-1,76309.0,4465.7607
20161213101216-677,1,2,128948.88,153440.33
20161214011208-135,1,2,94425.86,70165.375
20161214111214-743,5,7,-201334.55,-77550.94
20161215091208-428,1,0,181990.52,-134971.5
20161215111234-207,6,3,-194396.67,61447.984
20161216111230-479,2,6,-143275.12,-101571.555
20161217011221-688,2P,-1,22568.996,-122137.43
20161217051212-856,1,1,-176248.62,-87794.66
20161218061229-69,2P,10,61809.375,-34846.36
20161219011251-7,2P,-1,74667.375,-61815.777
20161220021250-559,2,7,-202091.02,-77940.17
20161222111216-617,3,5,44744.758,-88670.51
20161222121219-49,1,4,134006.61,39463.887
20161223051213-210,2P,-1,-159834.28,-130011.58
20161223051241-27,1,4,175957.53,110920.18
20161223051257-6,4,0,42204.97,-116389.336
20161223071247-478,6,3,-194390.67,46042.242
20161223081259-94,4,5,33575.47,-84640.47
20161224031200-129,3,0,122395.27,-130674.164
20161224031222-354,1,12,67996.36,118941.28
20161224041226-627,1,0,42853.44,-112845.805
20161224071231-541,3,4,71182.02,86205.125
20161224081237-216,3,3,-182279.12,112113.86
20161224121208-822,5,0,98240.69,-126356.914
20161226081207-815,1,3,-178247.56,181801.67
20161226101220-113,1,2,82643.47,71892.555
20161227011220-388,3,5,68083.08,-86175.18
20161227011258-480,1,4,160614.4,39826.082
20161228041200-219,1,0,34246.85,-115015.9
20161228061242-834,1,4,75099.69,96508.36
20161229031207-187,1,6,-163727.33,-100351.195
20161229041253-488,1,0,136441.92,-138498.08
20161229101224-445,3,4,93545.766,91556.086
20161231021249-252,1,7,-199459.34,-76041.234
20161231041252-530,2,3,-179446.1,157763.66
20161301121334-245,1,5,-21754.086,-82088.93
20161302071348-30,1,2,44597.984,102153.74
20161302081317-941,2,0,67928.164,-120417.664
20161303071359-778,1,0,66994.08,-116209.25
20161305041316-220,1,7,-199976.4,-76317.55
20161305051353-732,1,0,138767.39,-133585.47
20161305121334-791,6,6,-167778.88,-88336.555
20161306031357-729,3,5,-7213.633,-85426.88
20161306111331-528,4,5,55186.098,-85589.695
20161307051323-788,2P,-1,99861.49,-65494.15
20161308011357-11,1,2,906.5917,65787.32
20161308031352-805,3,11,153606.27,-127557.586
20161308111330-578,4,0,90352.02,-125011.45
20161309021350-136,1,4,41116.277,48490.43
20161310041302-507,2,7,-202702.47,-77713.04
20161310061335-543,4,3,-183035.8,101693.2
20161310091315-362,4,3,-177734.53,186604.88
20161310111311-164,6,2,74782.664,124279.84
20161311011310-38,1,3,-180758.73,141868.48
20161311051300-409,4,0,44152.04,-116170.92
20161312031302-378,5,3,-179987.84,152111.02
20161312051308-262,2P,-1,-215842.97,-11518.748
20161313061316-182,3,0,146566.33,-134910.28
20161313071319-481,3,4,94137.375,25915.193
20161313101357-141,2P,-1,-214610.8,-115790.66
20161316021330-994,1,0,125275.586,-126227.414
20161316041313-82,1,5,-760.4852,-85678.19
20161316121329-391,2,3,-194249.23,19252.35
20161317061321-998,6,6,-161298.12,-92016.67
20161317111348-498,5,5,128023.76,-93614.35
20161318021312-282,1,3,-184592.92,78570.55
20161318061320-248,3,6,-148449.23,-98683.875
20161318071302-141,2,3,-177123.52,83867.17
20161318071354-82,1,7,-200699.16,-76739.5
20161319021325-931,3,11,134062.36,-139796.02
20161319021326-304,5,3,-180396.73,147298.55
20161319071336-86,2P,-1,-212720.16,-112051.37
20161319081321-100,3,2,56892.24,69478.836
20161320011358-799,2,2,-83.3264,69909.51
20161320061327-457,2,3,-194505.64,43086.645
20161320081349-668,4,4,93799.055,75111.875
20161321021346-386,3,4,43760.082,43629.207
20161321031325-459,1,7,-199847.69,-76111.234
20161323021336-48,1,4,148541.42,97495.72
20161324021341-735,1,3,-198481.44,-5178.618
20161324111321-629,2,4,122662.27,84016.52
20161324121317-783,4,5,-22124.027,-82197.33
20161325101344-225,1,6,-157057.78,-93949.375
20161326021314-134,5,3,-194589.5,73918.56
20161326091316-839,1,3,-194427.0,53868.125
20161326101328-758,1,4,144656.27,39426.773
20161326101356-112,3,0,178779.06,-140767.17
20161327021321-308,1,8,52248.305,-97430.67
20161327031357-119,2,0,99389.52,-117056.79
20161327091348-83,2,0,64358.332,-107877.36
20161328101303-792,1,5,131917.86,-89183.69
20161329021330-148,1,4,149758.22,97519.79
20161330051337-858,2,3,-194352.6,39184.688
20161330111331-330,2,0,93851.375,-130917.88
20161331071346-196,1,4,89736.89,28436.951
20161331111329-633,5,6,-156014.47,-94448.97
20161401041452-153,1,4,166185.1,48518.44
20161401111440-590,1,3,-180309.98,137691.16
20161402121456-190,2P,-1,-209197.83,-23380.24
20161404051449-702,1,2,120639.195,158129.45
20161405041435-641,5,0,34543.67,-115061.414
20161405081433-751,1,0,68131.97,-120486.03
20161405101442-940,2,2,84106.35,72692.22
20161407081409-475,4,0,162834.56,-137878.47
20161407091447-677,1,4,208426.4,133340.61
20161407111441-721,1,0,183643.56,-126194.87
20161409011426-561,1,5,69143.56,-86207.23
20161409061427-460,4,5,19757.268,-83952.24
20161410011432-209,1,0,18824.004,-109027.93
20161410071459-955,2P,17,-185998.3,-158147.81
20161410101407-777,3,4,116662.6,40454.11
20161410111409-981,1,4,188090.28,164237.55
20161411081440-961,1,5,24984.143,-87406.266
20161411101448-383,1,3,-194658.8,58350.31
20161412101405-336,1,0,92137.83,-120156.72
20161412101451-978,1,3,-198615.25,-11502.353
20161412121444-732,1,2,55233.363,116245.336
20161414041441-290,3,3,-177370.53,77184.9
20161414051430-898,2,3,-183252.67,94992.53
20161414101428-457,1,5,47817.043,-85177.69
20161417081451-388,1,5,24814.434,-87396.1
20161417111435-606,1,2,157660.22,188913.8
20161418061406-876,2,4,105775.98,76478.71
20161419051435-349,2,9,-125886.74,-126871.79
20161420031429-746,1,5,82812.16,-86869.32
20161421031451-792,1,2,77263.71,143198.67
20161421101418-239,2,5,119381.36,-93205.02
20161424031445-539,3,5,82463.13,-86763.93
20161424121402-705,1,5,-27485.26,-84268.78
20161425061457-1,2P,-1,49218.984,-10867.181
20161425091443-832,1,11,62850.387,-118079.79
20161425111447-39,4,5,46770.848,-88698.43
20161426051432-343,1,6,-162336.61,-91073.96
20161426061407-959,5,5,20275.121,-84146.945
20161427121459-554,1,5,-27610.344,-84405.8
20161428051428-478,2,0,150594.27,-130369.6
20161428101401-108,4,3,-181505.52,123625.875
20161429011414-117,2P,-1,-209774.55,-19931.965
20161429011440-821,2P,-1,-209992.27,-30384.365
20161429011458-532,5,3,-194159.61,23193.527
20161429081448-237,3,0,174249.08,-133630.69
20161430021441-440,3,3,-194768.4,73830.766
20161430071413-581,5,5,110397.31,-88092.414
20161430111436-782,1,2,76322.055,120950.625
20161431011459-931,1,1,-162470.7,-106508.73
20161431071429-722,1,3,-194283.34,46195.574
20161501011537-593,1,0,116459.62,-124287.73
20161501071504-180,3,4,132475.98,30667.97
20161502041513-975,1,0,123132.914,-121228.266
20161502071558-876,1,3,-194565.44,47154.656
20161502081516-390,1,7,-200627.58,-77329.68
20161503051539-698,5,0,51461.05,-114233.62
20161503081526-237,1,4,161344.58,48128.133
20161505011539-339,6,3,-180617.6,142016.48
20161505071505-888,1,6,-160197.72,-92270.31
20161506031506-978,2,7,-202437.33,-77657.18
20161506031555-608,1,6,-151681.83,-97395.375
20161506041531-912,2P,-1,34918.707,-137015.75
20161506101508-560,2P,-1,-212719.03,-38995.27
20161506111504-151,2P,16,102910.17,31606.986
20161507041504-895,3,0,132231.77,-131954.47
20161507041546-723,2P,-1,-200161.45,-38450.74
20161507051513-138,2,2,115326.81,71661.586
20161507081502-674,2,3,-195703.83,77744.99
20161508121511-970,2,0,93296.086,-111460.29
20161509041539-661,1,6,-163539.81,-90810.66
20161509081549-225,2P,-1,62127.457,-85641.33
20161509101553-614,1,2,158015.72,185072.77
20161511051510-450,3,7,-200227.22,-76502.26
20161511091553-767,4,4,102821.17,79643.81
20161511121510-454,3,7,-198752.58,-76275.65
20161512031554-290,3,2,15894.231,76900.46
20161512071503-37,6,3,-194676.4,92385.7
20161513011505-693,3,5,58676.098,-89439.22
20161513121547-940,4,5,-27354.812,-84118.484
20161515101514-592,1,-1,162348.17,45985.434
20161516021529-836,5,5,67092.43,-89932.43
20161516031502-578,6,6,-151571.61,-96679.78
20161516121504-96,4,7,-198691.64,-76020.164
20161517111522-117,1,0,90667.734,-125026.3
20161518021532-823,3,0,116787.38,-129101.7
20161518061535-231,2,5,103371.74,-87783.98
20161519011518-771,3,3,-184688.69,71940.2
20161520021557-47,1,5,76565.42,-86588.73
20161522011512-651,2,11,102412.16,-125247.09
20161522051543-49,4,7,-202907.7,-77800.65
20161522101518-113,6,3,-181618.69,124410.586
20161523061558-393,1,13,83532.734,60012.766
20161523101514-133,4,3,-194640.86,58796.28
20161525041508-187,1,2,116325.57,157309.2
20161526101546-346,2P,10,90403.54,-31158.838
20161527111515-539,1,3,-194876.7,108345.98
20161527121507-586,2P,17,-182401.2,-174181.38
20161528021509-878,1,2,103144.42,87587.82
20161528081511-22,4,6,-159164.16,-92802.39
20161528121510-136,3,6,-155133.55,-95419.94
20161528121548-345,2,3,-194695.75,66317.12
20161529031546-824,2,2,14691.461,80307.875
20161529081503-449,2,3,-189211.14,5090.16
20161529091540-271,4,4,103147.664,80125.2
20161530011531-942,1,4,138560.61,98252.73
20161531051528-760,3,0,81800.9,-110125.63
20161531071554-247,6,0,167167.94,-133060.14
20161601021635-537,2,3,-194276.67,82688.04
20161601091647-749,1,3,-177829.56,187934.83
20161601121615-712,1,3,-194563.12,66445.266
20161602051605-625,2P,-1,-157601.75,-158708.88
20161603051619-50,2,0,44197.367,-109167.164
20161603081628-520,5,3,-178239.77,181979.45
20161604061614-874,1,3,-178031.45,64464.234
20161605081629-930,1,11,61875.797,-114095.74
20161605121609-612,2,3,-181028.11,136187.3
20161606041633-557,1,4,58655.695,56983.31
20161606071603-899,3,3,-194235.97,46392.734
20161606081616-4,1,2,52608.355,117563.91
20161606101614-15,4,7,-204002.3,-78592.266
20161608111648-744,2P,10,102361.88,-28804.584
20161609061622-696,1,0,56481.832,-125392.41
20161609111603-182,1,7,-201430.9,-77431.87
20161610071656-314,4,7,-200604.39,-76699.16
20161611011606-516,3,2,90573.48,136132.53
20161611051626-58,2,4,179304.44,49036.504
20161612061610-683,2,5,92554.664,-91640.734
20161612071621-912,1,13,81446.76,88883.555
20161612081653-780,3,3,-194877.83,96961.81
20161613031621-889,1,2,110936.914,84578.664
20161613061644-444,1,4,77600.336,78046.72
20161613071642-414,1,0,67872.03,-116894.4
20161613121650-344,1,3,-185106.34,67266.12
20161614061602-713,2,11,62378.69,-117401.44
20161614121624-859,2P,10,107568.28,-38212.53
20161615021657-872,3,4,119512.64,41364.906
20161615041625-636,1,6,-150645.0,-97465.18
20161615051650-275,4,6,-162332.67,-91362.26
20161616041620-691,1,2,24029.236,82596.11
20161616061638-939,4,0,158373.6,-131016.28
20161618071617-763,2,3,-190008.47,12040.619
20161618081600-443,2,1,-175518.1,-88370.82
20161618091609-85,2,7,-200983.84,-76933.46
20161619011618-976,5,5,58928.113,-89463.71
20161619091627-25,2P,17,-185712.33,-164295.95
20161620051605-878,2,3,-183254.05,95197.84
20161620111641-52,2,5,54827.11,-85488.23
20161622051615-710,2P,-1,150517.16,27275.342
20161622081643-874,5,4,202080.22,124686.84
20161623011642-809,1,8,26435.344,-94516.1
20161624111602-236,4,0,99968.195,-121564.22
20161624121603-192,5,4,129233.55,93038.69
20161625011604-176,1,3,-184937.34,73059.61
20161625011652-798,2,0,18131.402,-108244.64
20161625021649-105,2,4,164009.4,112143.15
20161627021649-751,2P,10,121345.555,-35408.977
20161627051615-333,4,5,87351.07,-91137.516
20161627071634-831,2,0,166092.2,-132320.5
20161627101614-306,1,2,69378.734,115706.65
20161630021607-127,1,2,107781.71,86950.55
20161630051643-925,5,5,97034.89,-87575.7
20161630071644-711,2,5,19680.838,-87077.93
20161631101656-446,1,2,158232.98,185299.83
20161701031709-921,2P,-1,102786.21,-55356.793
20161702071728-918,1,3,-178550.19,176576.61
20161702071745-51,2,2,46408.99,99195.914
20161703081731-671,3,3,-182251.9,112937.414
20161704121738-64,3,0,109738.125,-123730.12
20161705021746-203,1,4,147762.84,103042.11
20161705041755-310,1,4,164724.05,110966.555
20161705061752-939,2P,10,60757.008,-33850.03
20161706051756-373,2,3,-189635.02,15945.779
20161707111729-466,5,7,-204363.78,-78573.836
20161707111755-58,2,4,123107.91,84359.305
20161708071717-684,4,0,156704.25,-136235.98
20161709061746-324,1,3,-194348.75,43196.453
20161709071754-131,4,0,68090.26,-116918.38
20161709081739-74,2P,-1,-208212.4,-43038.906
20161709111701-190,3,3,-194599.42,107758.805
20161710071749-892,1,5,99554.42,-92061.266
20161711051700-744,1,3,-194522.72,84805.23
20161711061704-241,1,4,76948.34,70887.46
20161712061724-903,5,5,20738.463,-84112.89
20161713081738-907,1,0,163244.73,-137853.56
20161713121715-174,1,11,116434.516,-137453.64
20161714081709-960,1,2,52614.38,108063.38
20161714091745-540,1,0,171257.75,-139354.38
20161714111727-676,1,7,-204246.84,-78854.57
20161716011714-384,3,2,91504.44,132121.97
20161716041753-984,3,5,6818.801,-83464.09
20161716091705-541,3,7,-201155.81,-76888.33
20161717081745-837,1,5,108258.95,-92317.8
20161720031725-471,2P,14,-185314.12,-162846.75
20161720031726-661,5,7,-202284.05,-77862.08
20161720041728-871,4,5,89740.945,-87187.17
20161720111713-485,4,6,-155916.58,-94576.375
20161720121729-179,2,4,23797.928,39475.297
20161722051754-146,4,5,97341.49,-87638.18
20161722091711-566,1,6,-145396.67,-100479.3
20161722121728-2,2,5,54310.492,-89149.56
20161724081743-166,1,4,203386.9,124768.586
20161727011702-134,1,6,-166515.39,-88813.92
20161727031755-278,3,5,-517.2,-82986.24
20161727101742-848,1,3,-181617.48,124713.43
20161727111744-65,3,0,199585.03,-137749.08
20161728011701-62,1,4,32919.176,44362.45
20161728101721-374,2,6,-144339.19,-101111.48
20161729041705-356,2,5,81330.17,-90788.1
20161729041744-918,4,3,-194410.66,35684.41
20161729071744-236,3,5,27417.814,-84375.19
20161729091722-698,2P,17,-183282.58,-165219.77
20161730021724-834,2P,17,-181913.33,-179979.94
20161730081727-734,2P,10,79722.86,-32013.281
20161731021739-422,3,4,152626.81,40599.277
20161801081836-732,1,5,106393.87,-92429.805
20161802071845-256,2,0,106238.39,-125711.27
20161803011802-7,4,3,-184723.52,73121.94
20161803061843-208,1,3,-178873.72,170576.16
20161803121816-661,5,2,-5854.984,60726.934
20161804011816-189,2P,17,-182375.56,-175657.48
20161804091817-454,5,5,112967.766,-92735.21
20161805081816-21,1,11,50650.555,-115839.75
20161805121856-148,2,0,99332.07,-126596.66
20161806101830-653,1,7,-203738.56,-79006.766
20161806111837-316,2,3,-194383.66,61731.727
20161806111846-221,1,0,91273.58,-125148.26
20161809011803-986,4,3,-194570.73,69328.016
20161809121841-250,3,7,-199048.9,-75761.39
20161810071813-767,1,2,45347.844,102837.97
20161810101825-508,2,4,111869.45,84158.07
20161810111803-307,4,6,-143155.0,-101930.38
20161810121809-935,4,2,-6249.372,60673.914
20161811041813-454,2P,-1,113419.67,-65693.664
20161811091855-619,1,6,-145273.27,-100400.805
20161812011805-403,5,0,12649.798,-110500.984
20161812011828-753,6,5,-20526.994,-84508.32
20161812111848-219,1,0,187570.08,-142277.19
20161814031856-628,2,3,-183914.95,83875.54
20161815031816-761,5,3,-194346.06,32146.37
20161815061829-776,4,3,-178692.6,170722.69
20161816011843-692,4,5,60681.996,-89447.46
20161816041853-629,3,3,-179627.75,159629.53
20161816061843-592,2,0,148729.33,-134904.44
20161817021857-848,2,3,-184432.22,78804.02
20161818071801-292,1,2,93398.48,65085.64
20161818111818-216,1,4,143525.02,37091.496
20161819041857-146,3,4,169539.14,95403.586
20161819061833-217,4,6,-161329.36,-92163.086
20161820111852-968,3,3,-181391.16,130722.65
20161820121834-97,6,2,-7660.7715,63911.047
20161821041838-376,2,0,141749.66,-128273.91
20161822031846-886,4,0,133800.22,-126983.836
20161822051821-555,5,4,176317.4,111334.83
20161822121803-75,3,3,-194286.81,19531.81
20161823051817-109,5,5,13497.761,-83622.42
20161823061849-974,2P,17,-186777.6,-157334.25
20161823071825-24,3,0,67561.6,-116301.53
20161825041821-53,2,3,-194520.86,35822.625
20161825121856-505,2,6,-154768.84,-95025.11
20161826021829-643,1,3,-194205.27,27163.396
20161826041823-143,1,2,114353.71,148817.06
20161828031804-700,1,5,-8483.321,-85429.74
20161828111841-833,2P,-1,-172611.72,-126575.84
20161828121853-481,2,6,-154830.48,-95390.27
20161829041856-894,1,5,90672.74,-87387.39
20161829051841-497,2P,16,156564.06,52342.957
20161831031857-879,5,0,125255.65,-130604.73
20161901021952-970,2,5,-13564.025,-84922.22
20161901051945-109,2,3,-183357.66,95370.555
20161901061930-889,1,7,-202948.58,-78154.14
20161901101956-512,4,5,48524.438,-85289.82
20161901111954-787,2,2,76813.46,121369.02
20161902041946-29,2,2,115013.31,149043.7
20161903021930-903,2,6,-165566.81,-89858.84
20161903051918-501,1,4,67917.82,61764.082
20161903061920-539,3,5,92823.266,-91564.08
20161903061920-915,1,5,104482.805,-87813.21
20161903071919-851,2,4,80892.414,70072.47
20161904041910-911,3,5,6843.276,-83232.84
20161904081936-117,2P,16,84042.86,26094.582
20161904081955-638,2P,-1,39900.312,-71154.41
20161905011937-914,1,6,-153796.34,-95833.445
20161905031920-798,3,4,159050.7,102425.57
20161905071929-794,2,4,148017.52,29363.652
20161905081944-271,2P,-1,-173377.8,-53454.992
20161906061936-550,2,4,185388.5,115895.63
20161907031910-300,4,3,-194545.69,77135.83
20161907081910-516,1,13,110692.625,51505.05
20161908041958-524,3,4,61538.14,53070.086
20161909031957-223,1,5,83304.82,-86790.164
20161910041916-79,1,5,90053.16,-87166.266
20161910121939-342,2P,-1,-208782.8,-22256.135
20161911041933-904,1,4,167104.6,106936.2
20161911091908-884,5,5,124605.77,-88741.46
20161912011943-12,6,0,18713.828,-108840.21
20161912121924-319,1,11,126202.5,-123536.47
20161913021953-265,3,6,-152753.45,-96573.97
20161914011921-449,1,2,1714.131,66360.55
20161914011922-702,3,0,12927.91,-110598.664
20161915031942-373,2,4,158085.89,102453.41
20161915041901-650,1,0,132940.14,-132017.5
20161915061905-937,2,2,37387.242,84853.805
20161915081940-66,1,4,94539.65,75333.37
20161915091936-967,5,6,-158033.6,-93375.35
20161916041932-623,5,0,35002.25,-115105.35
20161917061915-322,2,4,160903.55,94941.3
20161917061925-895,5,5,20852.473,-83914.22
20161918011953-144,2P,-1,-162819.38,-125090.914
20161918041903-606,1,2,110858.875,100935.09
20161918041917-915,4,4,167320.94,106894.945
20161920051921-62,1,6,-162420.38,-91561.8
20161921071913-653,1,7,-203372.89,-77778.63
20161921071945-531,2,5,27615.146,-84239.9
20161921111951-808,1,4,189001.77,164639.45
20161924091953-788,3,0,183386.6,-135096.86
20161925031947-867,2P,17,-184023.19,-179755.6
20161927041941-688,1,5,81127.3,-90786.89
20161927041946-363,3,11,127907.945,-128758.01
20161928011922-804,1,7,-202063.7,-76870.27
20161928071944-220,2,13,153732.73,96412.84
20161929031920-756,1,2,102127.38,82064.22
20161929061911-588,2,2,37912.49,97396.63
20161930111945-149,5,3,-194593.75,108023.414
20161931111903-703,1,0,189245.39,-142018.97
20162002112020-764,5,3,-194381.58,61893.504
20162003012058-670,6,0,109012.93,-127756.82
20162003022048-217,4,2,9940.777,72073.88
20162003072002-822,4,0,157530.16,-136347.78
20162004032010-677,2,0,133967.55,-127096.43
20162004062009-436,4,0,52533.758,-117718.13
20162004082003-540,4,5,118708.1,-88590.37
20162004112059-914,1,3,-194934.58,107964.1
20162004122059-411,3,2,87102.82,135108.69
20162005042011-606,1,3,-193426.98,89823.06
20162005062058-895,4,5,92985.34,-91478.31
20162007032057-831,5,5,83904.42,-86941.33
20162007102019-930,3,4,219859.4,133876.44
20162008032035-93,1,0,133450.14,-127091.05
20162009022044-342,2,6,-152618.98,-96534.2
20162009122009-762,2,3,-194281.33,20580.152
20162010082038-745,2P,-1,-4570.348,-141651.06
20162011032012-975,1,6,-164519.25,-90278.0
20162011042014-946,2,2,114522.3,148976.03
20162011042035-568,4,4,61979.598,53119.062
20162011062008-469,2,5,104120.77,-87889.83
20162011082018-763,2,4,200385.31,129302.62
20162011102045-277,2P,-1,-210604.5,-106284.34
20162012082056-679,1,5,34912.445,-84723.76
20162012092036-487,3,6,-167189.5,-97375.21
20162013032005-478,2,5,72625.69,-90311.53
20162014032003-759,4,4,52550.785,48595.66
20162014082012-197,1,2,161470.4,168842.38
20162015032049-971,1,6,-174532.56,-83712.82
20162015042050-853,1,11,117543.695,-127669.84
20162016012027-544,1,5,-21712.898,-84662.27
20162016012058-429,2,3,-194134.4,23740.898
20162016042009-522,4,4,61305.016,53083.652
20162016092004-665,2P,-1,-207031.55,-111426.98
20162017092031-477,2P,-1,82821.95,-56081.887
20162018012026-9,2P,14,-185543.44,-157937.6
20162019062036-819,2,4,80345.87,62105.723
20162020082057-237,5,3,-194829.38,97555.43
20162021032007-425,2P,10,131118.12,-34858.926
